Neighbourhood Id,Neighbourhood,Total_AVG,Population,Debt Risk Score,Home Prices,Social Assistance Recipients_11,count16,count17,count
1,West Humber-Clairville,822,36570,719,317508,2912,18.166666666666668,19.75,20.09090909090909
2,Mount Olive-Silverstone-Jamestown,456,33484,687,251119,6561,17.0,19.5,19.636363636363637
3,Thistletown-Beaumond Heights,120,16039,718,414216,1276,16.75,19.833333333333332,20.727272727272727
4,Rexdale-Kipling,128,6862,721,392271,1323,17.166666666666668,19.0,19.90909090909091
5,Elms-Old Rexdale,112,3517,692,233832,1683,17.916666666666668,19.166666666666668,20.363636363636363
6,Kingsview Village-The Westway,226,14306,717,292861,4348,17.333333333333332,20.75,21.09090909090909
7,Willowridge-Martingrove-Richview,218,27469,750,511637,2032,18.25,20.083333333333332,20.09090909090909
8,Humber Heights-Westmount,106,14169,753,491396,856,17.833333333333332,19.833333333333332,19.90909090909091
9,Edenbridge-Humber Valley,96,11593,761,873268,751,18.333333333333332,21.5,19.727272727272727
10,Princess-Rosethorn,75,8588,791,971668,299,18.0,18.333333333333332,20.454545454545453
11,Eringate-Centennial-West Deane,143,7258,775,423034,775,0.0,0.0,0.0
12,Markland Wood,59,17465,783,505350,239,0.0,0.0,0.0
13,Etobicoke West Mall,93,4354,738,298426,1091,16.75,20.5,19.454545454545453
14,Islington-City Centre West,501,56701,755,491678,2534,19.0,19.5,21.0
15,Kingsway South,92,5175,793,941223,74,17.833333333333332,20.25,19.272727272727273
16,Stonegate-Queensway,189,22207,760,690949,1593,18.833333333333332,21.166666666666668,20.727272727272727
17,Mimico,371,28917,741,429941,2634,19.25,19.833333333333332,20.272727272727273
18,New Toronto,171,8545,719,460811,1600,17.583333333333332,20.916666666666668,19.727272727272727
19,Long Branch,110,14073,724,459088,1024,16.75,20.916666666666668,19.90909090909091
20,Alderwood,92,9271,764,504233,516,17.583333333333332,18.5,19.545454545454547
21,Humber Summit,307,14188,715,354381,1659,17.166666666666668,18.916666666666668,18.545454545454547
22,Humbermede,187,6029,695,314721,2590,18.083333333333332,19.833333333333332,20.272727272727273
23,Pelmo Park-Humberlea,130,24883,735,412618,798,17.833333333333332,19.166666666666668,20.09090909090909
24,Black Creek,407,17241,661,235143,6408,18.5,21.0,19.636363636363637
25,Glenfield-Jane Heights,396,26132,678,304262,7263,18.166666666666668,21.0,19.454545454545453
26,Downsview-Roding-CFB,576,26915,692,400486,5618,17.833333333333332,19.916666666666668,19.636363636363637
27,York University Heights,636,36764,698,359372,4720,19.0,20.25,20.181818181818183
28,Rustic,143,7525,692,493442,1924,18.416666666666668,19.5,19.0
29,Maple Leaf,90,16410,721,540741,919,17.666666666666668,19.166666666666668,19.90909090909091
30,Brookhaven-Amesbury,164,18816,687,352428,3420,18.0,22.166666666666668,19.90909090909091
31,Yorkdale-Glen Park,303,18233,729,421045,1502,17.666666666666668,20.083333333333332,20.272727272727273
32,Englemount-Lawrence,176,23568,730,577889,2733,17.416666666666668,19.5,19.454545454545453
33,Clanton Park,146,20575,740,605585,734,17.083333333333332,20.083333333333332,18.90909090909091
34,Bathurst Manor,168,11733,745,568877,1018,18.75,22.166666666666668,21.636363636363637
35,Westminster-Branson,166,27822,730,372380,2906,16.083333333333332,20.416666666666668,19.818181818181817
36,Newtonbrook West,202,14928,737,557468,2124,16.666666666666668,18.75,19.454545454545453
37,Willowdale West,105,6954,766,541247,515,17.5,19.333333333333332,19.90909090909091
38,Lansing-Westgate,125,10242,758,646460,468,18.0,20.583333333333332,19.0
39,Bedford Park-Nortown,225,13326,776,1191040,484,19.916666666666668,18.666666666666668,19.454545454545453
40,St.Andrew-Windfields,182,19066,774,1363202,606,17.833333333333332,20.083333333333332,18.727272727272727
41,Bridle Path-Sunnybrook-York Mills,81,9814,788,1849084,37,18.0,20.25,20.727272727272727
42,Banbury-Don Mills,185,40704,776,613647,1030,17.083333333333332,19.333333333333332,21.454545454545453
43,Victoria Village,120,11725,730,365107,2593,16.916666666666668,18.416666666666668,19.363636363636363
44,Flemingdon Park,205,23841,721,204104,4348,17.666666666666668,20.5,19.545454545454547
45,Parkwoods-Donalda,282,30123,731,553698,3664,17.75,20.166666666666668,20.0
46,Pleasant View,83,19042,767,463859,791,17.583333333333332,17.833333333333332,19.818181818181817
47,Don Valley Village,257,33970,756,478489,2137,19.333333333333332,20.75,19.818181818181817
48,Hillcrest Village,131,15042,775,484743,694,18.416666666666668,20.916666666666668,18.90909090909091
49,Bayview Woods-Steeles,86,8350,777,784397,666,19.083333333333332,20.916666666666668,21.272727272727273
50,Newtonbrook East,252,23195,757,626626,685,18.333333333333332,19.666666666666668,19.545454545454547
51,Willowdale East,356,56941,759,540911,1189,16.75,20.0,20.181818181818183
52,Bayview Village,163,24547,768,533089,626,18.166666666666668,17.5,19.636363636363637
53,Henry Farm,95,9477,736,372110,1502,18.166666666666668,20.75,20.181818181818183
54,O'Connor-Parkview,200,23514,725,538203,2984,17.666666666666668,19.583333333333332,20.09090909090909
55,Thorncliffe Park,154,8352,724,313618,3818,18.333333333333332,19.75,19.272727272727273
56,Leaside-Bennington,97,20308,791,1071823,239,18.5,19.5,20.0
57,Broadview North,62,7449,728,518555,1306,18.333333333333332,20.75,20.727272727272727
58,Old East York,117,16619,756,581398,569,17.916666666666668,19.916666666666668,21.0
59,Danforth-East York,88,10485,763,518568,1049,16.833333333333332,21.333333333333332,20.09090909090909
60,Woodbine-Lumsden,88,9183,748,440700,582,17.75,19.75,21.0
61,Taylor-Massey,168,9584,721,254151,2635,18.416666666666668,20.25,20.545454545454547
62,East End-Danforth,341,13115,741,535867,1901,17.166666666666668,19.583333333333332,21.0
63,The Beaches,170,28378,764,751945,672,17.833333333333332,18.666666666666668,19.272727272727273
64,Woodbine Corridor,128,10034,749,521549,906,18.25,19.833333333333332,20.454545454545453
65,Greenwood-Coxwell,173,14261,738,490920,1762,18.75,19.75,21.272727272727273
66,Danforth,231,16749,755,585093,626,19.0,19.5,18.90909090909091
67,Playter Estates-Danforth,143,5266,757,842668,288,18.166666666666668,20.416666666666668,18.818181818181817
68,North Riverdale,107,9173,767,818592,503,17.75,20.333333333333332,19.181818181818183
69,Blake-Jones,86,9167,739,571246,1021,18.416666666666668,19.916666666666668,20.636363636363637
70,South Riverdale,379,32071,746,537087,2695,16.166666666666668,19.5,19.727272727272727
71,Cabbagetown-South St.James Town,222,26421,744,537025,986,19.583333333333332,20.5,20.727272727272727
72,Regent Park,188,11243,701,484444,2491,17.916666666666668,20.333333333333332,20.545454545454547
73,Moss Park,665,18649,709,457524,3510,18.833333333333332,19.5,20.727272727272727
74,North St.James Town,300,13513,705,489366,2681,17.166666666666668,18.916666666666668,21.454545454545453
75,Church-Yonge Corridor,1177,36499,736,410703,3090,17.5,20.0,19.363636363636363
76,Bay Street Corridor,687,12877,755,457787,678,18.666666666666668,18.166666666666668,18.0
77,Waterfront Communities-The Island,1092,84915,748,416759,2864,17.666666666666668,19.75,19.818181818181817
78,Kensington-Chinatown,612,13415,728,477989,2523,19.416666666666668,19.333333333333332,19.545454545454547
79,University,257,10047,748,773920,259,18.416666666666668,20.083333333333332,20.90909090909091
80,Palmerston-Little Italy,159,11436,742,781568,665,18.166666666666668,18.583333333333332,19.09090909090909
81,Trinity-Bellwoods,248,24358,742,723909,1415,18.083333333333332,20.75,20.0
82,Niagara,264,24658,747,398281,1246,17.916666666666668,19.416666666666668,20.636363636363637
83,Dufferin Grove,112,16937,721,502736,1303,18.416666666666668,20.0,19.545454545454547
84,Little Portugal,138,15283,727,514960,983,18.833333333333332,20.5,20.0
85,South Parkdale,252,34420,695,500054,4473,16.75,20.416666666666668,20.09090909090909
86,Roncesvalles,275,11358,741,581425,2268,16.666666666666668,19.333333333333332,19.1
87,High Park-Swansea,133,28462,770,622206,1680,17.916666666666668,21.5,18.8
88,High Park North,206,12012,759,609689,1054,19.166666666666668,20.666666666666668,20.4
89,Runnymede-Bloor West Village,108,17358,777,666204,251,0.0,0.0,0.0
90,Junction Area,190,4755,733,532997,1155,0.0,0.0,0.0
91,Weston-Pellam Park,138,17338,698,382119,1754,0.0,0.0,0.0
92,Corso Italia-Davenport,160,11380,708,502819,1294,0.0,0.0,0.0
93,Dovercourt-Wallace Emerson-Juncti,466,25772,719,512789,3563,0.0,0.0,0.0
94,Wychwood,122,7397,745,656868,911,0.0,0.0,0.0
95,Annex,571,23107,755,993491,1150,17.916666666666668,20.333333333333332,20.5
96,Casa Loma,88,15595,771,1083381,189,18.666666666666668,18.583333333333332,20.1
97,Yonge-St.Clair,48,3189,771,995616,283,17.5,19.916666666666668,20.9
98,Rosedale-Moore Park,305,26195,777,1265389,499,17.333333333333332,20.833333333333332,21.1
99,Mount Pleasant East,76,33503,777,815247,288,17.583333333333332,19.666666666666668,22.5
100,Yonge-Eglinton,65,15763,759,975449,189,18.333333333333332,20.333333333333332,18.6
101,Forest Hill South,68,12437,775,1585984,134,18.083333333333332,20.25,21.2
102,Forest Hill North,106,11459,749,957688,633,17.666666666666668,19.75,18.9
103,Lawrence Park South,96,16709,784,1215390,240,18.166666666666668,20.75,20.1
104,Mount Pleasant West,231,15234,753,520032,1343,18.166666666666668,19.333333333333332,20.0
105,Lawrence Park North,91,12472,790,980831,166,18.25,19.166666666666668,19.5
106,Humewood-Cedarvale,74,11124,747,800442,698,17.416666666666668,19.75,19.5
107,Oakwood Village,159,28525,713,482040,2412,18.666666666666668,20.333333333333332,20.3
108,Briar Hill-Belgravia,217,4572,719,373937,1432,17.833333333333332,18.416666666666668,20.1
109,Caledonia-Fairbank,68,15517,700,400532,1153,18.666666666666668,19.166666666666668,19.3
110,Keelesdale-Eglinton West,98,9357,707,373029,1653,18.916666666666668,20.25,19.5
111,Rockcliffe-Smythe,249,33006,710,353967,3422,17.75,19.916666666666668,19.1
112,Beechborough-Greenbrook,122,2528,677,440179,1478,18.416666666666668,20.5,18.8
113,Weston,286,11424,679,280187,4149,18.333333333333332,19.5,19.6
114,Lambton Baby Point,37,3775,749,806452,1049,17.666666666666668,19.583333333333332,19.7
115,Mount Dennis,181,8325,680,273418,2937,17.416666666666668,19.583333333333332,20.0
116,Steeles,138,24400,778,440688,1549,17.166666666666668,19.75,19.7
117,L'Amoreaux,308,29728,758,355438,3848,18.25,20.333333333333332,21.0
118,Tam O'Shanter-Sullivan,197,43695,756,411143,1973,16.666666666666668,20.333333333333332,19.4
119,Wexford/Maryvale,460,46468,735,422689,3014,19.333333333333332,20.833333333333332,19.3
120,Clairlea-Birchmount,441,34751,741,387912,2688,16.5,20.333333333333332,19.5
121,Oakridge,286,17477,704,347446,2967,17.0,19.0,19.2
122,Birchcliffe-Cliffside,274,26036,747,522905,1789,18.416666666666668,19.666666666666668,21.8
123,Cliffcrest,196,19890,748,542218,1342,17.083333333333332,20.25,19.0
124,Kennedy Park,315,18203,729,293600,2583,17.5,20.0,21.1
125,Ionview,170,10925,712,330109,1675,19.25,18.5,18.9
126,Dorset Park,342,22616,727,279189,2803,17.833333333333332,19.833333333333332,19.3
127,Bendale,454,38656,738,329355,2729,16.333333333333332,20.416666666666668,19.5
128,Agincourt South-Malvern West,260,28410,756,332710,1542,18.833333333333332,20.25,19.3
129,Agincourt North,189,31528,765,375307,1930,19.833333333333332,19.833333333333332,21.3
130,Milliken,284,30739,770,387879,1921,17.416666666666668,19.5,21.1
131,Rouge,368,63639,738,426850,2994,18.416666666666668,19.25,21.2
132,Malvern,403,35841,724,256488,5078,18.833333333333332,18.666666666666668,20.9
133,Centennial Scarborough,65,10932,774,491024,399,19.75,19.25,20.5
134,Highland Creek,170,7826,751,529278,724,17.916666666666668,20.083333333333332,20.0
135,Morningside,178,20103,711,289646,2534,18.166666666666668,20.5,19.4
136,West Hill,566,36371,706,308229,4974,0.0,0.0,0.0
137,Woburn,634,34912,723,316584,6747,0.0,0.0,0.0
138,Eglinton East,372,6306,705,274020,4171,0.0,0.0,0.0
139,Scarborough Village,250,14566,699,356096,4133,0.0,0.0,0.0
140,Guildwood,80,14842,774,444309,309,0.0,0.0,0.0
